,0.27114800000000283,-0.31489600000000073
0,0.3032078556572237,-0.3161083667353492
1,0.3355392797005345,-0.3176051556075105
2,0.3681193013146,-0.3193586248098878
3,0.4009249496840992,-0.3213410325358925
4,0.4339332539936924,-0.323524636978922
5,0.4671212434280551,-0.3258816963323871
6,0.5004659471718558,-0.3283844687896906
7,0.5339443944097653,-0.3310052125442408
8,0.5675336143264538,-0.3337161857894413
9,0.6012106361065914,-0.3364896467186971
10,0.6349524889348466,-0.3392978535254134
11,0.6687362019958902,-0.3421130644029961
12,0.7025388044743925,-0.3449075375448514
13,0.7363373255550236,-0.3476535311443838
14,0.7701087944224536,-0.3503233033950002
15,0.8038302402613535,-0.3528891124901034
16,0.8374786922563908,-0.3553232166231002
17,0.8710311795922392,-0.3575978739873973
18,0.9044647314535652,-0.3596853427763986
19,0.937756377025039,-0.3615578811835076
20,0.9708831454913344,-0.3631877474021348
21,1.0038220660371169,-0.3645471996256806
22,1.03655016784706,-0.3656084960475529
23,1.0690444801058323,-0.3663438948611575
24,1.1012820319981032,-0.3667256542598975
25,1.1332398527085443,-0.3667260324371808
26,1.164894971421826,-0.3663172875864124
27,1.1962244173226146,-0.3654716779009963
28,1.227205219595585,-0.3641614615743389
29,1.2578144074254023,-0.3623588967998448
30,1.288029009996741,-0.3600362417709211
31,1.31782605649427,-0.3571657546809714
32,1.347182576102658,-0.3537196937234019
33,1.3760755980065769,-0.3496703170916175
34,1.404482151390695,-0.3449898829790248
35,1.4323792654396827,-0.3396506495790281
36,1.4597439693382093,-0.3336248750850334
37,1.4865532922709477,-0.326884817690446
38,1.5127842634225663,-0.3194027355886708
39,1.5384139119777354,-0.3111508869731136
40,1.563419267121125,-0.3021015300371799
41,1.5877773580374042,-0.2922269229742757
42,1.6114652139112415,-0.2814993239778052
43,1.6344598639273125,-0.269890991241174
44,1.6567383372702809,-0.2573741829577867
45,1.6782776631248248,-0.2439211573210533
46,1.6990548706756048,-0.2295041725243718
47,1.719046989107296,-0.2140954867611544
48,1.738231047604568,-0.1976673582248029
49,1.7565840753520927,-0.1801920451087231
50,1.7740831270180974,-0.1616418643720356
51,1.7907133084142188,-0.1420076991074457
52,1.8064792060220265,-0.1213253553089577
53,1.8213882946424145,-0.099637299505557
54,1.8354480490762688,-0.0769859982262257
55,1.8486659441244797,-0.0534139179999502
56,1.8610494545879384,-0.0289635253557163
57,1.872606055267532,-0.0036772868225063
58,1.883343220964151,0.0224023310706971
59,1.8932684264786843,0.0492328617949064
60,1.9023891466120235,0.0767718388211373
61,1.9107128561650537,0.1049767956204066
62,1.9182470299386685,0.1338052656637312
63,1.9249991427337532,0.1632147824221239
64,1.9309766693512012,0.1931628793666031
65,1.936187084591901,0.2236070899681816
66,1.9406378632567405,0.2545049476978778
67,1.9443364801466068,0.2858139860267061
68,1.947290410062397,0.317491738425681
69,1.949507127804993,0.3494957383658215
70,1.9509941081752895,0.3817835193181382
71,1.9517588259741725,0.4143126147536518
72,1.9518087560025317,0.447040558143374
73,1.9511513730612575,0.4799248829583229
74,1.949794151951239,0.5129231226695143
75,1.9477445674733644,0.545992810747963
76,1.9450100944285251,0.5790914806646836
77,1.941598207617612,0.6121766658906926
78,1.93751638184151,0.6452058998970047
79,1.9327720919011095,0.6781367161546381
80,1.927372812597305,0.7109266481346057
81,1.9213260187309764,0.7435332293079266
82,1.914639185103023,0.7759139931456116
83,1.907319786514328,0.8080264731186806
84,1.8993752977657852,0.8398282026981461
85,1.8908131936582784,0.8712767153550263
86,1.8816409489927013,0.9023295445603354
87,1.8718660385699444,0.9329442237850888
88,1.861496602644657,0.9630851667627875
89,1.850544078487132,0.9927508757453114
90,1.8390209225863223,1.0219503908946552
91,1.826939591729985,1.050692755462218
92,1.8143125427058848,1.0789870126993937
93,1.801152232301778,1.106842205857578
94,1.7874711173054223,1.1342673781881691
95,1.7732816545045829,1.1612715729425598
96,1.7585963006870171,1.1878638333721487
97,1.7434275126404837,1.2140532027283304
98,1.727787747152746,1.2398487242625005
99,1.7116894610115576,1.265259441226056
100,1.695145111004685,1.2902943968703928
101,1.6781671539198832,1.3149626344469063
102,1.6607680465449146,1.339273197206993
103,1.6429602456675385,1.3632351284020476
104,1.6247562080755138,1.3868574712834674
105,1.6061683905566009,1.4101492691026485
106,1.5872092498985602,1.4331195651109856
107,1.56789124288915,1.4557774025598738
108,1.5482268263161316,1.4781318247007125
109,1.5282284569672635,1.5001918747848952
110,1.5079085916303052,1.5219665960638178
111,1.4872796870930207,1.5434650317888772
112,1.466354200143165,1.5646962252114678
113,1.4451445875684996,1.585669219582987
114,1.423663306156782,1.606393058154831
115,1.4019228126957763,1.6268767841783944
116,1.3799355639732394,1.6471294409050747
117,1.3577140167769342,1.6671600715862658
118,1.335270627894614,1.686977719473366
119,1.3126178541140447,1.7065914278177692
120,1.2897681522229831,1.726010239870873
121,1.2667339790091925,1.7452431988840704
122,1.243527791260428,1.7642993481087617
123,1.2201620457644538,1.7831877307963393
124,1.1966491993090251,1.8019173901982013
125,1.1730017086819051,1.8204973695657425
126,1.149232030670854,1.8389367121503584
127,1.1253526220636294,1.8572444612034464
128,1.1013759396479896,1.875429659976402
129,1.0773144402116983,1.8935013517206207
130,1.0531805805425147,1.911468579687499
131,1.0289868174281969,1.9293403871284325
132,1.0047449478928776,1.9471252779343704
133,0.9804593650745764,1.9648257032780745
134,0.9561298086966588,1.982440310139868
135,0.9317559462810312,1.999967686474979
136,0.9073374453495971,2.0174064202386424
137,0.8828739734242683,2.034755099386084
138,0.8583651980269478,2.0520123118725357
139,0.8338107866795443,2.0691766456532266
140,0.809210406903965,2.086246688683388
141,0.7845637262221148,2.1032210289182487
142,0.7598704121559026,2.120098254313042
143,0.7351301322272326,2.1368769528229947
